Video TotalLoss AvgLoss
5185 0.033677 0.006735
5190 0.195268 0.039054
5195 0.022710 0.004542
5200 0.193264 0.038653
Test 0.044053 0.044053
5205 0.036623 0.007325
5210 0.045363 0.009073
5215 0.013985 0.002797
5220 0.050881 0.010176
5225 0.017408 0.003482
5230 0.062211 0.012442
5235 0.034309 0.006862
5240 0.039985 0.007997
5245 0.055751 0.011150
5250 0.013656 0.002731
5255 0.023157 0.004631
5260 0.042281 0.008456
5265 0.032252 0.006450
5270 0.019424 0.003885
5275 0.032018 0.006404
5280 0.026202 0.005240
5285 0.015313 0.003063
5290 0.035082 0.007016
5295 0.011868 0.002374
5300 0.012498 0.002500
Test 0.007640 0.007640
5305 0.034278 0.006856
5310 0.014060 0.002812
5315 0.031025 0.006205
5320 0.010354 0.002071
5325 0.067740 0.013548
5330 0.050691 0.010138
5335 0.052656 0.010531
5340 0.012455 0.002491
5345 0.014767 0.002953
5350 0.015383 0.003077
5355 0.035833 0.007167
5360 0.028225 0.005645
5365 0.043154 0.008631
5370 0.039219 0.007844
5375 0.110072 0.022014
5380 0.026465 0.005293
5385 0.053458 0.010692
5390 0.046536 0.009307
5395 0.028595 0.005719
5400 0.057832 0.011566
Test 0.051771 0.051771
5405 0.045745 0.009149
5410 0.065033 0.013007
5415 0.168996 0.033799
5420 0.025664 0.005133
5425 0.039103 0.007821
5430 0.011450 0.002290
5435 0.064566 0.012913
5440 0.055419 0.011084
5445 0.081931 0.016386
5450 0.055602 0.011120
5455 0.083216 0.016643
5460 0.021009 0.004202
5465 0.042556 0.008511
5470 0.073189 0.014638
5475 0.112049 0.022410
5480 0.038919 0.007784
5485 0.029123 0.005825
5490 0.020023 0.004005
5495 0.080188 0.016038
5500 0.009042 0.001808
Test 0.006966 0.006966
5505 0.048840 0.009768
5510 0.019424 0.003885
5515 0.063838 0.012768
5520 0.051687 0.010337
5525 0.068283 0.013657
5530 0.061146 0.012229
5535 0.066094 0.013219
5540 0.036659 0.007332
5545 0.023856 0.004771
5550 0.077290 0.015458
5555 0.010703 0.002141
5560 0.098510 0.019702
5565 0.040204 0.008041
5570 0.010183 0.002037
5575 0.024144 0.004829
5580 0.026500 0.005300
5585 0.052884 0.010577
5590 0.022647 0.004529
5595 0.011251 0.002250
5600 0.027255 0.005451
Test 0.013149 0.013149
5605 0.045061 0.009012
5610 0.039164 0.007833
5615 0.014613 0.002923
5620 0.019322 0.003864
5625 0.011831 0.002366
5630 0.015566 0.003113
5635 0.029942 0.005988
5640 0.053914 0.010783
5645 0.073276 0.014655
5650 0.030456 0.006091
5655 0.056533 0.011307
5660 0.067626 0.013525
5665 0.049524 0.009905
5670 0.070598 0.014120
5675 0.067652 0.013530
5680 0.018378 0.003676
5685 0.092449 0.018490
5690 0.012054 0.002411
5695 0.019605 0.003921
5700 0.014469 0.002894
Test 0.018025 0.018025
5705 0.016063 0.003213
5710 0.042821 0.008564
5715 0.014803 0.002961
5720 0.054176 0.010835
5725 0.018236 0.003647
5730 0.019140 0.003828
5735 0.079021 0.015804
5740 0.053486 0.010697
5745 0.027952 0.005590
5750 0.050658 0.010132
5755 0.040942 0.008188
5760 0.026521 0.005304
5765 0.036378 0.007276
5770 0.048983 0.009797
5775 0.010058 0.002012
5780 0.019228 0.003846
5785 0.051416 0.010283
5790 0.040773 0.008155
5795 0.097417 0.019483
5800 0.037376 0.007475
Test 0.022138 0.022138
5805 0.032795 0.006559
5810 0.056163 0.011233
5815 0.043918 0.008784
5820 0.068276 0.013655
5825 0.098622 0.019724
5830 0.161067 0.032213
5835 0.026895 0.005379
5840 0.016788 0.003358
5845 0.088406 0.017681
5850 0.075075 0.015015
5855 0.109549 0.021910
5860 0.068094 0.013619
5865 0.052727 0.010545
5870 0.025488 0.005098
5875 0.043991 0.008798
5880 0.018219 0.003644
5885 0.012926 0.002585
5890 0.023352 0.004670
5895 0.043112 0.008622
5900 0.017631 0.003526
Test 0.004471 0.004471
5905 0.014268 0.002854
5910 0.013180 0.002636
5915 0.030962 0.006192
5920 0.056660 0.011332
5925 0.060479 0.012096
5930 0.037501 0.007500
5935 0.059311 0.011862
5940 0.032010 0.006402
5945 0.033587 0.006717
5950 0.018554 0.003711
5955 0.006508 0.001302
5960 0.142200 0.028440
5965 0.035517 0.007103
5970 0.104492 0.020898
5975 0.034574 0.006915
5980 0.096399 0.019280
5985 0.031064 0.006213
5990 0.030209 0.006042
5995 0.034738 0.006948
6000 0.031781 0.006356
Test 0.027731 0.027731
6005 0.010780 0.002156
6010 0.019878 0.003976
6015 0.025301 0.005060
6020 0.010740 0.002148
6025 0.065551 0.013110
6030 0.039597 0.007919
6035 0.043437 0.008687
6040 0.045990 0.009198
6045 0.031515 0.006303
6050 0.073140 0.014628
6055 0.031289 0.006258
6060 0.025631 0.005126
6065 0.044702 0.008940
6070 0.037312 0.007462
6075 0.026086 0.005217
6080 0.028712 0.005742
6085 0.032399 0.006480
6090 0.042877 0.008575
6095 0.039952 0.007990
6100 0.012056 0.002411
Test 0.043589 0.043589
6105 0.015937 0.003187
6110 0.031616 0.006323
6115 0.051517 0.010303
6120 0.021172 0.004234
6125 0.015244 0.003049
6130 0.032081 0.006416
6135 0.021680 0.004336
6140 0.089057 0.017811
6145 0.034682 0.006936
6150 0.011867 0.002373
6155 0.021596 0.004319
6160 0.040586 0.008117
6165 0.013202 0.002640
6170 0.017295 0.003459
6175 0.035683 0.007137
6180 0.048043 0.009609
6185 0.024545 0.004909
6190 0.073641 0.014728
6195 0.025582 0.005116
6200 0.012467 0.002493
Test 0.036918 0.036918
6205 0.011602 0.002320
6210 0.023206 0.004641
6215 0.014781 0.002956
6220 0.037851 0.007570
6225 0.037974 0.007595
6230 0.030250 0.006050
6235 0.059159 0.011832
6240 0.047891 0.009578
6245 0.050913 0.010183
6250 0.026529 0.005306
6255 0.028999 0.005800
6260 0.031816 0.006363
6265 0.040992 0.008198
6270 0.062383 0.012477
6275 0.089853 0.017971
6280 0.030125 0.006025
6285 0.018181 0.003636
6290 0.035055 0.007011
6295 0.015013 0.003003
6300 0.024270 0.004854
Test 0.059116 0.059116
6305 0.052303 0.010461
6310 0.019785 0.003957
6315 0.014425 0.002885
6320 0.069110 0.013822
6325 0.089343 0.017869
6330 0.042783 0.008557
6335 0.012298 0.002460
6340 0.019833 0.003967
6345 0.025551 0.005110
6350 0.056062 0.011212
6355 0.053892 0.010778
6360 0.011396 0.002279
6365 0.024984 0.004997
6370 0.036120 0.007224
6375 0.031594 0.006319
6380 0.031934 0.006387
6385 0.046242 0.009248
6390 0.028455 0.005691
6395 0.008888 0.001778
6400 0.017117 0.003423
Test 0.024014 0.024014
6405 0.024655 0.004931
6410 0.034010 0.006802
6415 0.033144 0.006629
6420 0.013813 0.002763
6425 0.029889 0.005978
6430 0.029213 0.005843
6435 0.086090 0.017218
6440 0.046153 0.009231
6445 0.010366 0.002073
6450 0.009935 0.001987
6455 0.015117 0.003023
6460 0.015860 0.003172
6465 0.033088 0.006618
6470 0.021001 0.004200
6475 0.047347 0.009469
6480 0.039367 0.007873
6485 0.036555 0.007311
6490 0.015278 0.003056
6495 0.083048 0.016610
6500 0.046358 0.009272
Test 0.025177 0.025177
6505 0.041233 0.008247
6510 0.022391 0.004478
6515 0.038000 0.007600
6520 0.055371 0.011074
6525 0.050974 0.010195
6530 0.044349 0.008870
6535 0.081813 0.016363
6540 0.041228 0.008246
6545 0.047137 0.009427
6550 0.056445 0.011289
6555 0.091411 0.018282
6560 0.021754 0.004351
6565 0.025856 0.005171
6570 0.014872 0.002974
6575 0.018124 0.003625
6580 0.046337 0.009267
6585 0.070958 0.014192
6590 0.017463 0.003493
6595 0.018483 0.003697
6600 0.030988 0.006198
Test 0.036434 0.036434
6605 0.043474 0.008695
6610 0.028404 0.005681
6615 0.038086 0.007617
6620 0.033580 0.006716
6625 0.036153 0.007231
6630 0.034035 0.006807
6635 0.067823 0.013565
6640 0.019624 0.003925
6645 0.048362 0.009672
6650 0.038626 0.007725
6655 0.014843 0.002969
6660 0.031173 0.006235
6665 0.022934 0.004587
6670 0.017227 0.003445
6675 0.082880 0.016576
6680 0.182309 0.036462
6685 0.029097 0.005819
6690 0.074476 0.014895
6695 0.025272 0.005054
6700 0.047075 0.009415
Test 0.010922 0.010922
6705 0.103879 0.020776
6710 0.015776 0.003155
6715 0.052459 0.010492
6720 0.012341 0.002468
6725 0.047607 0.009521
6730 0.029529 0.005906
6735 0.073511 0.014702
6740 0.038936 0.007787
6745 0.009435 0.001887
6750 0.011258 0.002252
6755 0.024894 0.004979
6760 0.075382 0.015076
6765 0.061873 0.012375
6770 0.038792 0.007758
6775 0.020643 0.004129
6780 0.042698 0.008540
6785 0.042808 0.008562
6790 0.038123 0.007625
6795 0.017594 0.003519
6800 0.047768 0.009554
Test 0.055984 0.055984
6805 0.094884 0.018977
6810 0.055821 0.011164
6815 0.042813 0.008563
6820 0.046514 0.009303
6825 0.025120 0.005024
6830 0.029106 0.005821
6835 0.011137 0.002227
6840 0.010592 0.002118
6845 0.008576 0.001715
6850 0.006698 0.001340
6855 0.020391 0.004078
6860 0.039465 0.007893
6865 0.050017 0.010003
6870 0.020622 0.004124
6875 0.016862 0.003372
6880 0.019623 0.003925
6885 0.015579 0.003116
6890 0.025185 0.005037
6895 0.058733 0.011747
6900 0.020366 0.004073
Test 0.017295 0.017295
6905 0.049585 0.009917
6910 0.020049 0.004010
6915 0.092813 0.018563
6920 0.060400 0.012080
6925 0.015961 0.003192
6930 0.015826 0.003165
6935 0.054034 0.010807
6940 0.021822 0.004364
6945 0.044523 0.008905
6950 0.027106 0.005421
6955 0.012898 0.002580
6960 0.083364 0.016673
6965 0.124085 0.024817
6970 0.018675 0.003735
6975 0.015515 0.003103
6980 0.009781 0.001956
6985 0.023118 0.004624
6990 0.011475 0.002295
6995 0.025277 0.005055
7000 0.042820 0.008564
Test 0.004222 0.004222
7005 0.006043 0.001209
7010 0.081712 0.016342
7015 0.030194 0.006039
7020 0.035894 0.007179
7025 0.037455 0.007491
7030 0.078059 0.015612
7035 0.018429 0.003686
7040 0.044097 0.008819
7045 0.033247 0.006649
7050 0.023372 0.004674
7055 0.021083 0.004217
7060 0.034300 0.006860
7065 0.028291 0.005658
7070 0.036373 0.007275
7075 0.021680 0.004336
7080 0.056899 0.011380
7085 0.061948 0.012390
7090 0.032651 0.006530
7095 0.024987 0.004997
7100 0.034294 0.006859
Test 0.020009 0.020009
7105 0.011120 0.002224
7110 0.059526 0.011905
7115 0.039711 0.007942
7120 0.057589 0.011518
7125 0.034587 0.006917
7130 0.026321 0.005264
7135 0.059400 0.011880
7140 0.033669 0.006734
7145 0.017214 0.003443
7150 0.031096 0.006219
7155 0.028665 0.005733
7160 0.037971 0.007594
7165 0.059455 0.011891
7170 0.058395 0.011679
7175 0.043021 0.008604
7180 0.040979 0.008196
7185 0.009015 0.001803
7190 0.027530 0.005506
7195 0.015775 0.003155
7200 0.018036 0.003607
Test 0.043105 0.043105
7205 0.036025 0.007205
7210 0.006581 0.001316
7215 0.031113 0.006223
7220 0.007637 0.001527
7225 0.004164 0.000833
7230 0.017629 0.003526
7235 0.026588 0.005318
7240 0.029428 0.005886
7245 0.033987 0.006797
7250 0.034532 0.006906
7255 0.023074 0.004615
7260 0.016386 0.003277
7265 0.067809 0.013562
7270 0.049936 0.009987
7275 0.070297 0.014059
7280 0.012105 0.002421
7285 0.022449 0.004490
7290 0.046218 0.009244
7295 0.050436 0.010087
7300 0.028397 0.005679
Test 0.016925 0.016925
7305 0.050347 0.010069
7310 0.029230 0.005846
7315 0.039316 0.007863
7320 0.029433 0.005887
7325 0.045608 0.009122
7330 0.054439 0.010888
7335 0.026083 0.005217
7340 0.084575 0.016915
7345 0.022476 0.004495
7350 0.030512 0.006102
7355 0.029563 0.005913
7360 0.042602 0.008520
7365 0.025121 0.005024
7370 0.015946 0.003189
7375 0.017468 0.003494
7380 0.016278 0.003256
7385 0.037017 0.007403
7390 0.037653 0.007531
7395 0.029936 0.005987
7400 0.053992 0.010798
Test 0.063957 0.063957
7405 0.024239 0.004848
7410 0.037663 0.007533
7415 0.039902 0.007980
7420 0.010854 0.002171
7425 0.021722 0.004344
7430 0.011946 0.002389
7435 0.059825 0.011965
7440 0.036644 0.007329
7445 0.059766 0.011953
7450 0.015473 0.003095
7455 0.013615 0.002723
7460 0.009390 0.001878
7465 0.058196 0.011639
7470 0.033555 0.006711
7475 0.083996 0.016799
7480 0.099659 0.019932
7485 0.012182 0.002436
7490 0.038275 0.007655
7495 0.019463 0.003893
7500 0.166667 0.033333
Test 0.012754 0.012754
7505 0.084806 0.016961
7510 0.027646 0.005529
7515 0.020263 0.004053
7520 0.061207 0.012241
7525 0.043807 0.008761
7530 0.035043 0.007009
7535 0.033436 0.006687
7540 0.043805 0.008761
7545 0.027177 0.005435
7550 0.047530 0.009506
7555 0.066155 0.013231
7560 0.019331 0.003866
7565 0.046238 0.009248
7570 0.009603 0.001921
7575 0.040316 0.008063
7580 0.022054 0.004411
7585 0.014497 0.002899
7590 0.184214 0.036843
7595 0.078787 0.015757
7600 0.067100 0.013420
Test 0.029058 0.029058
7605 0.057582 0.011516
7610 0.022388 0.004478
7615 0.043910 0.008782
7620 0.057459 0.011492
7625 0.041184 0.008237
7630 0.044817 0.008963
7635 0.011258 0.002252
7640 0.037978 0.007596
7645 0.032598 0.006520
7650 0.019736 0.003947
7655 0.027314 0.005463
7660 0.039586 0.007917
7665 0.026578 0.005316
7670 0.074461 0.014892
7675 0.016538 0.003308
7680 0.021625 0.004325
7685 0.027108 0.005422
7690 0.018753 0.003751
7695 0.018705 0.003741
7700 0.027030 0.005406
Test 0.043328 0.043328
7705 0.011400 0.002280
7710 0.043495 0.008699
7715 0.012308 0.002462
7720 0.065878 0.013176
7725 0.026435 0.005287
7730 0.054441 0.010888
7735 0.054105 0.010821
7740 0.011714 0.002343
7745 0.043429 0.008686
7750 0.065915 0.013183
7755 0.051889 0.010378
7760 0.098966 0.019793
7765 0.037905 0.007581
7770 0.333493 0.066699
7775 0.064960 0.012992
7780 0.124617 0.024923
7785 0.041665 0.008333
7790 0.021417 0.004283
7795 0.036971 0.007394
7800 0.016360 0.003272
Test 0.043836 0.043836
7805 0.035964 0.007193
7810 0.015083 0.003017
7815 0.028121 0.005624
7820 0.051465 0.010293
7825 0.017762 0.003552
7830 0.009678 0.001936
7835 0.023077 0.004615
7840 0.043805 0.008761
7845 0.036121 0.007224
7850 0.040024 0.008005
7855 0.029819 0.005964
7860 0.054010 0.010802
7865 0.022650 0.004530
7870 0.030814 0.006163
7875 0.103385 0.020677
7880 0.039122 0.007824
7885 0.114729 0.022946
7890 0.013162 0.002632
7895 0.077161 0.015432
7900 0.047376 0.009475
Test 0.043329 0.043329
7905 0.020610 0.004122
7910 0.012192 0.002438
7915 0.011169 0.002234
7920 0.018095 0.003619
7925 0.056572 0.011314
7930 0.046098 0.009220
7935 0.012330 0.002466
7940 0.029724 0.005945
7945 0.016601 0.003320
7950 0.046441 0.009288
7955 0.012594 0.002519
7960 0.056728 0.011346
7965 0.042651 0.008530
7970 0.062146 0.012429
7975 0.030920 0.006184
7980 0.021019 0.004204
7985 0.059206 0.011841
7990 0.068602 0.013720
7995 0.044953 0.008991
8000 0.029622 0.005924
Test 0.038723 0.038723
8005 0.020156 0.004031
8010 0.053633 0.010727
8015 0.035054 0.007011
8020 0.028230 0.005646
8025 0.050866 0.010173
8030 0.031854 0.006371
8035 0.012928 0.002586
8040 0.028533 0.005707
8045 0.018701 0.003740
8050 0.039883 0.007977
8055 0.017843 0.003569
8060 0.035722 0.007144
8065 0.028293 0.005659
8070 0.021639 0.004328
8075 0.028083 0.005617
8080 0.062747 0.012549
8085 0.115187 0.023037
8090 0.050217 0.010043
8095 0.022733 0.004547
8100 0.033749 0.006750
Test 0.034526 0.034526
8105 0.024096 0.004819
8110 0.072673 0.014535
8115 0.009167 0.001833
8120 0.037775 0.007555
8125 0.038992 0.007798
8130 0.021435 0.004287
8135 0.024279 0.004856
8140 0.073238 0.014648
8145 0.092980 0.018596
8150 0.042203 0.008441
8155 0.088552 0.017710
8160 0.042074 0.008415
8165 0.019500 0.003900
8170 0.020157 0.004031
8175 0.007088 0.001418
8180 0.015187 0.003037
8185 0.021520 0.004304
8190 0.279202 0.055840
8195 0.041297 0.008259
8200 0.199794 0.039959
Test 0.007003 0.007003
8205 0.065382 0.013076
8210 0.145905 0.029181
8215 0.064554 0.012911
8220 0.026312 0.005262
8225 0.053963 0.010793
8230 0.013081 0.002616
8235 0.026605 0.005321
8240 0.037142 0.007428
8245 0.024649 0.004930
8250 0.012220 0.002444
8255 0.012504 0.002501
8260 0.023181 0.004636
8265 0.030698 0.006140
8270 0.015017 0.003003
8275 0.018289 0.003658
8280 0.015403 0.003081
8285 0.050587 0.010117
8290 0.012219 0.002444
8295 0.009785 0.001957
8300 0.033100 0.006620
Test 0.004819 0.004819
8305 0.039133 0.007827
8310 0.072073 0.014415
8315 0.030088 0.006018
8320 0.048965 0.009793
8325 0.020076 0.004015
8330 0.099752 0.019950
8335 0.125720 0.025144
8340 0.012423 0.002485
8345 0.026024 0.005205
8350 0.023303 0.004661
8355 0.090348 0.018070
8360 0.019442 0.003888
8365 0.092362 0.018472
8370 0.038510 0.007702
8375 0.022070 0.004414
8380 0.030167 0.006033
8385 0.020541 0.004108
8390 0.053239 0.010648
8395 0.008403 0.001681
8400 0.015948 0.003190
Test 0.009472 0.009472
8405 0.058451 0.011690
8410 0.052627 0.010525
8415 0.161695 0.032339
8420 0.094711 0.018942
8425 0.126889 0.025378
8430 0.142963 0.028593
8435 0.023396 0.004679
8440 0.046407 0.009281
8445 0.020860 0.004172
8450 0.032044 0.006409
8455 0.007705 0.001541
8460 0.035154 0.007031
8465 0.023081 0.004616
8470 0.012583 0.002517
8475 0.044344 0.008869
8480 0.076906 0.015381
8485 0.139572 0.027914
8490 0.034549 0.006910
8495 0.075639 0.015128
8500 0.030538 0.006108
Test 0.012319 0.012319
8505 0.082932 0.016586
8510 0.016929 0.003386
8515 0.061014 0.012203
8520 0.068047 0.013609
8525 0.027939 0.005588
8530 0.056086 0.011217
8535 0.045600 0.009120
8540 0.071762 0.014352
8545 0.029413 0.005883
8550 0.072825 0.014565
8555 0.039741 0.007948
8560 0.037020 0.007404
8565 0.021158 0.004232
8570 0.021411 0.004282
8575 0.029679 0.005936
8580 0.011178 0.002236
8585 0.007442 0.001488
8590 0.048222 0.009644
8595 0.024587 0.004917
8600 0.012000 0.002400
Test 0.009384 0.009384
8605 0.035251 0.007050
8610 0.021235 0.004247
8615 0.009073 0.001815
8620 0.069330 0.013866
8625 0.160428 0.032086
8630 0.018766 0.003753
8635 0.037596 0.007519
8640 0.005329 0.001066
8645 0.032233 0.006447
8650 0.011790 0.002358
8655 0.019926 0.003985
8660 0.032304 0.006461
8665 0.016714 0.003343
8670 0.022769 0.004554
8675 0.036216 0.007243
8680 0.034237 0.006847
8685 0.029718 0.005944
8690 0.015385 0.003077
8695 0.010940 0.002188
8700 0.015842 0.003168
Test 0.008207 0.008207
8705 0.019334 0.003867
8710 0.071365 0.014273
8715 0.103139 0.020628
8720 0.032034 0.006407
8725 0.109805 0.021961
8730 0.027777 0.005555
8735 0.078685 0.015737
8740 0.033475 0.006695
8745 0.024915 0.004983
8750 0.030237 0.006047
8755 0.018778 0.003756
8760 0.024704 0.004941
8765 0.006686 0.001337
8770 0.019958 0.003992
8775 0.008546 0.001709
8780 0.025500 0.005100
8785 0.034198 0.006840
8790 0.037665 0.007533
8795 0.044867 0.008973
8800 0.032965 0.006593
Test 0.007804 0.007804
8805 0.049415 0.009883
8810 0.079731 0.015946
8815 0.016732 0.003346
8820 0.049356 0.009871
8825 0.030493 0.006099
8830 0.038525 0.007705
8835 0.054192 0.010838
8840 0.026994 0.005399
8845 0.085572 0.017114
8850 0.046312 0.009262
8855 0.037637 0.007527
8860 0.076917 0.015383
8865 0.019107 0.003821
8870 0.034416 0.006883
8875 0.016880 0.003376
8880 0.014947 0.002989
8885 0.023225 0.004645
8890 0.019407 0.003881
8895 0.073686 0.014737
8900 0.040359 0.008072
Test 0.014868 0.014868
8905 0.080354 0.016071
8910 0.050633 0.010127
8915 0.032578 0.006516
8920 0.053155 0.010631
8925 0.064662 0.012932
8930 0.022160 0.004432
8935 0.041551 0.008310
8940 0.019633 0.003927
8945 0.013408 0.002682
8950 0.013758 0.002752
8955 0.007826 0.001565
8960 0.004939 0.000988
8965 0.063611 0.012722
8970 0.051724 0.010345
8975 0.030441 0.006088
8980 0.015543 0.003109
8985 0.006483 0.001297
8990 0.007694 0.001539
8995 0.019012 0.003802
9000 0.037399 0.007480
Test 0.026000 0.026000
9005 0.024495 0.004899
9010 0.032743 0.006549
9015 0.052087 0.010417
9020 0.043900 0.008780
9025 0.031906 0.006381
9030 0.015377 0.003075
9035 0.059094 0.011819
9040 0.053393 0.010679
9045 0.019162 0.003832
9050 0.015003 0.003001
9055 0.024565 0.004913
9060 0.062973 0.012595
9065 0.033446 0.006689
9070 0.142926 0.028585
9075 0.014575 0.002915
9080 0.018910 0.003782
9085 0.019909 0.003982
9090 0.041150 0.008230
9095 0.016662 0.003332
9100 0.025675 0.005135
Test 0.061375 0.061375
9105 0.024850 0.004970
9110 0.075216 0.015043
9115 0.012613 0.002523
9120 0.067481 0.013496
9125 0.036434 0.007287
9130 0.029714 0.005943
9135 0.033757 0.006751
9140 0.029860 0.005972
9145 0.036975 0.007395
9150 0.039716 0.007943
9155 0.060158 0.012032
9160 0.021044 0.004209
9165 0.034601 0.006920
9170 0.011879 0.002376
9175 0.015255 0.003051
9180 0.024214 0.004843
9185 0.015862 0.003172
9190 0.037174 0.007435
9195 0.048378 0.009676
9200 0.036955 0.007391
Test 0.053991 0.053991
9205 0.012070 0.002414
9210 0.034733 0.006947
9215 0.019444 0.003889
9220 0.050242 0.010048
9225 0.087499 0.017500
9230 0.014336 0.002867
9235 0.060094 0.012019
9240 0.036089 0.007218
9245 0.063179 0.012636
9250 0.014138 0.002828
9255 0.037564 0.007513
9260 0.020045 0.004009
9265 0.034832 0.006966
9270 0.012854 0.002571
9275 0.014444 0.002889
9280 0.036885 0.007377
9285 0.033833 0.006767
9290 0.046658 0.009332
9295 0.058209 0.011642
9300 0.113267 0.022653
Test 0.031606 0.031606
9305 0.075321 0.015064
9310 0.077223 0.015445
9315 0.035365 0.007073
9320 0.057858 0.011572
9325 0.020400 0.004080
9330 0.013613 0.002723
9335 0.032076 0.006415
9340 0.062079 0.012416
9345 0.057643 0.011529
9350 0.042562 0.008512
9355 0.032985 0.006597
9360 0.044918 0.008984
9365 0.011604 0.002321
9370 0.083925 0.016785
9375 0.021144 0.004229
9380 0.069445 0.013889
9385 0.013720 0.002744
9390 0.042043 0.008409
9395 0.032705 0.006541
9400 0.043239 0.008648
Test 0.006302 0.006302
9405 0.009061 0.001812
9410 0.038321 0.007664
9415 0.018179 0.003636
9420 0.019621 0.003924
9425 0.009943 0.001989
9430 0.008682 0.001736
9435 0.013912 0.002782
9440 0.049947 0.009989
9445 0.021969 0.004394
9450 0.062315 0.012463
9455 0.013330 0.002666
9460 0.184008 0.036802
9465 0.080683 0.016137
9470 0.100655 0.020131
9475 0.033633 0.006727
9480 0.034726 0.006945
9485 0.015000 0.003000
9490 0.009807 0.001961
9495 0.012359 0.002472
9500 0.019689 0.003938
Test 0.018265 0.018265
9505 0.007329 0.001466
9510 0.033032 0.006606
9515 0.016254 0.003251
9520 0.024176 0.004835
9525 0.048120 0.009624
9530 0.106285 0.021257
9535 0.005885 0.001177
9540 0.057007 0.011401
9545 0.013675 0.002735
9550 0.028147 0.005629
9555 0.007833 0.001567
9560 0.046331 0.009266
9565 0.014382 0.002876
9570 0.040801 0.008160
9575 0.027823 0.005565
9580 0.008130 0.001626
9585 0.016378 0.003276
9590 0.015103 0.003021
9595 0.041271 0.008254
9600 0.037670 0.007534
Test 0.012677 0.012677
9605 0.007996 0.001599
9610 0.078798 0.015760
9615 0.046571 0.009314
9620 0.074536 0.014907
9625 0.029431 0.005886
9630 0.019827 0.003965
9635 0.017332 0.003466
9640 0.031533 0.006307
9645 0.021321 0.004264
9650 0.026282 0.005256
9655 0.055891 0.011178
9660 0.016711 0.003342
9665 0.068118 0.013624
9670 0.026232 0.005246
9675 0.044406 0.008881
9680 0.030087 0.006017
9685 0.031518 0.006304
9690 0.014894 0.002979
9695 0.021238 0.004248
9700 0.005601 0.001120
Test 0.013480 0.013480
9705 0.009290 0.001858
9710 0.014197 0.002839
9715 0.033023 0.006605
9720 0.040818 0.008164
9725 0.017588 0.003518
9730 0.023771 0.004754
9735 0.041764 0.008353
9740 0.018622 0.003724
9745 0.122201 0.024440
9750 0.074941 0.014988
9755 0.022515 0.004503
9760 0.042787 0.008557
9765 0.033194 0.006639
9770 0.033231 0.006646
9775 0.012774 0.002555
9780 0.067346 0.013469
9785 0.018188 0.003638
9790 0.019835 0.003967
9795 0.038617 0.007723
9800 0.010840 0.002168
Test 0.054969 0.054969
9805 0.034504 0.006901
9810 0.031402 0.006280
9815 0.025133 0.005027
9820 0.022223 0.004445
9825 0.012153 0.002431
9830 0.025212 0.005042
9835 0.019765 0.003953
9840 0.012380 0.002476
9845 0.069537 0.013907
9850 0.032562 0.006512
9855 0.084491 0.016898
9860 0.076287 0.015257
9865 0.054360 0.010872
9870 0.090567 0.018113
9875 0.009036 0.001807
9880 0.188280 0.037656
9885 0.029188 0.005838
9890 0.028115 0.005623
9895 0.012746 0.002549
9900 0.012604 0.002521
Test 0.014536 0.014536
9905 0.009482 0.001896
9910 0.011358 0.002272
9915 0.005654 0.001131
9920 0.019306 0.003861
9925 0.025939 0.005188
9930 0.067863 0.013573
9935 0.013627 0.002725
9940 0.017871 0.003574
9945 0.087606 0.017521
9950 0.047781 0.009556
9955 0.035031 0.007006
9960 0.043864 0.008773
9965 0.016384 0.003277
9970 0.008021 0.001604
9975 0.038462 0.007692
9980 0.006898 0.001380
9985 0.011756 0.002351
9990 0.063352 0.012670
9995 0.029498 0.005900
10000 0.044440 0.008888
Test 0.021424 0.021424
10005 0.028092 0.005618
10010 0.025610 0.005122
10015 0.020129 0.004026
10020 0.076726 0.015345
10025 0.006629 0.001326
10030 0.017470 0.003494
10035 0.020658 0.004132
10040 0.008412 0.001682
10045 0.046111 0.009222
10050 0.052722 0.010544
10055 0.034822 0.006964
10060 0.026524 0.005305
10065 0.035127 0.007025
10070 0.033426 0.006685
10075 0.007400 0.001480
10080 0.013304 0.002661
10085 0.056098 0.011220
10090 0.018533 0.003707
10095 0.015099 0.003020
10100 0.029897 0.005979
Test 0.029041 0.029041
10105 0.005974 0.001195
10110 0.021130 0.004226
10115 0.015302 0.003060
10120 0.007591 0.001518
10125 0.021856 0.004371
10130 0.013874 0.002775
10135 0.017130 0.003426
10140 0.023566 0.004713
10145 0.055082 0.011016
10150 0.017378 0.003476
10155 0.015897 0.003179
10160 0.009066 0.001813
10165 0.018421 0.003684
10170 0.037250 0.007450
10175 0.008840 0.001768
10180 0.034936 0.006987
10185 0.054969 0.010994
10190 0.065052 0.013010
10195 0.035077 0.007015
10200 0.013424 0.002685
Test 0.001759 0.001759
10205 0.019301 0.003860
10210 0.044098 0.008820
10215 0.044895 0.008979
10220 0.027442 0.005488
10225 0.011473 0.002295
10230 0.046463 0.009293
10235 0.034027 0.006805
10240 0.034213 0.006843
10245 0.029683 0.005937
10250 0.017302 0.003460
10255 0.077983 0.015597
10260 0.029144 0.005829
10265 0.030641 0.006128
10270 0.052371 0.010474
10275 0.105311 0.021062
10280 0.097716 0.019543
10285 0.094772 0.018954
10290 0.154386 0.030877
10295 0.058867 0.011773
10300 0.049461 0.009892
