Video TotalLoss AvgLoss
Test 0.060067 0.060067
10305 0.100703 0.020141
10310 0.070204 0.014041
10315 0.097949 0.019590
10320 0.054423 0.010885
10325 0.093716 0.018743
10330 0.043707 0.008741
10335 0.039513 0.007903
10340 0.065895 0.013179
10345 0.052460 0.010492
10350 0.022047 0.004409
10355 0.031901 0.006380
10360 0.036497 0.007299
10365 0.016022 0.003204
10370 0.086492 0.017298
10375 0.010693 0.002139
10380 0.036358 0.007272
10385 0.034223 0.006845
10390 0.031289 0.006258
10395 0.034202 0.006840
10400 0.027201 0.005440
Test 0.014646 0.014646
10405 0.011015 0.002203
10410 0.037480 0.007496
10415 0.021164 0.004233
10420 0.037270 0.007454
10425 0.019909 0.003982
10430 0.026229 0.005246
10435 0.031232 0.006246
10440 0.046486 0.009297
10445 0.019952 0.003990
10450 0.018250 0.003650
10455 0.033341 0.006668
10460 0.049946 0.009989
10465 0.069604 0.013921
10470 0.017218 0.003444
10475 0.033278 0.006656
10480 0.020815 0.004163
10485 0.065493 0.013099
10490 0.067695 0.013539
10495 0.025044 0.005009
10500 0.016771 0.003354
Test 0.015987 0.015987
10505 0.008251 0.001650
10510 0.027750 0.005550
10515 0.033397 0.006679
10520 0.011073 0.002215
10525 0.006642 0.001328
10530 0.036785 0.007357
10535 0.044674 0.008935
10540 0.015639 0.003128
10545 0.041989 0.008398
10550 0.042210 0.008442
10555 0.016214 0.003243
10560 0.083706 0.016741
10565 0.007816 0.001563
10570 0.027248 0.005450
10575 0.021503 0.004301
10580 0.029651 0.005930
10585 0.011218 0.002244
10590 0.007122 0.001424
10595 0.023770 0.004754
10600 0.042790 0.008558
Test 0.052687 0.052687
10605 0.016778 0.003356
10610 0.014597 0.002919
10615 0.013434 0.002687
10620 0.029517 0.005903
10625 0.030483 0.006097
10630 0.023452 0.004690
10635 0.033633 0.006727
10640 0.114894 0.022979
10645 0.027059 0.005412
10650 0.097610 0.019522
10655 0.041875 0.008375
10660 0.047399 0.009480
10665 0.007806 0.001561
10670 0.028548 0.005710
10675 0.012786 0.002557
10680 0.008117 0.001623
10685 0.030354 0.006071
10690 0.046343 0.009269
10695 0.050626 0.010125
10700 0.041455 0.008291
Test 0.006579 0.006579
10705 0.027286 0.005457
10710 0.048831 0.009766
10715 0.029259 0.005852
10720 0.032156 0.006431
10725 0.032822 0.006564
10730 0.032649 0.006530
10735 0.028808 0.005762
10740 0.006184 0.001237
10745 0.015824 0.003165
10750 0.029890 0.005978
10755 0.055773 0.011155
10760 0.018567 0.003713
10765 0.026835 0.005367
10770 0.028707 0.005741
10775 0.023326 0.004665
10780 0.009710 0.001942
10785 0.043197 0.008639
10790 0.051244 0.010249
10795 0.035728 0.007146
10800 0.044423 0.008885
Test 0.056559 0.056559
10805 0.026006 0.005201
10810 0.005986 0.001197
10815 0.034020 0.006804
10820 0.081210 0.016242
10825 0.017258 0.003452
10830 0.004128 0.000826
10835 0.040011 0.008002
10840 0.028085 0.005617
10845 0.017807 0.003561
10850 0.040448 0.008090
10855 0.014227 0.002845
10860 0.016601 0.003320
10865 0.035797 0.007159
10870 0.039081 0.007816
10875 0.065543 0.013109
10880 0.090971 0.018194
10885 0.020546 0.004109
10890 0.041116 0.008223
10895 0.025039 0.005008
10900 0.034580 0.006916
Test 0.004152 0.004152
10905 0.052860 0.010572
10910 0.036509 0.007302
10915 0.019685 0.003937
10920 0.017482 0.003496
10925 0.018512 0.003702
10930 0.038711 0.007742
10935 0.011185 0.002237
10940 0.045624 0.009125
10945 0.041939 0.008388
10950 0.075720 0.015144
10955 0.009438 0.001888
10960 0.029273 0.005855
10965 0.023666 0.004733
10970 0.051037 0.010207
10975 0.033900 0.006780
10980 0.014187 0.002837
10985 0.031056 0.006211
10990 0.071645 0.014329
10995 0.038650 0.007730
11000 0.019868 0.003974
Test 0.011865 0.011865
11005 0.008069 0.001614
11010 0.043296 0.008659
11015 0.034358 0.006872
11020 0.008434 0.001687
11025 0.021537 0.004307
11030 0.025822 0.005164
11035 0.032596 0.006519
11040 0.006574 0.001315
11045 0.011678 0.002336
11050 0.025026 0.005005
11055 0.027637 0.005527
11060 0.023169 0.004634
11065 0.027057 0.005411
11070 0.018549 0.003710
11075 0.017053 0.003411
11080 0.046133 0.009227
11085 0.054637 0.010927
11090 0.021271 0.004254
11095 0.027337 0.005467
11100 0.037375 0.007475
Test 0.075276 0.075276
11105 0.021728 0.004346
11110 0.066979 0.013396
11115 0.016131 0.003226
11120 0.061109 0.012222
11125 0.014747 0.002949
11130 0.005800 0.001160
11135 0.042530 0.008506
11140 0.044443 0.008889
11145 0.085334 0.017067
11150 0.031793 0.006359
11155 0.024718 0.004944
11160 0.094900 0.018980
11165 0.030938 0.006188
11170 0.018373 0.003675
11175 0.047953 0.009591
11180 0.018796 0.003759
11185 0.050278 0.010056
11190 0.037377 0.007475
11195 0.036467 0.007293
11200 0.033195 0.006639
Test 0.002709 0.002709
11205 0.046309 0.009262
11210 0.012985 0.002597
11215 0.029336 0.005867
11220 0.014896 0.002979
11225 0.047750 0.009550
11230 0.028790 0.005758
11235 0.021540 0.004308
11240 0.053081 0.010616
11245 0.022814 0.004563
11250 0.032692 0.006538
11255 0.010677 0.002135
11260 0.030426 0.006085
11265 0.022631 0.004526
11270 0.011364 0.002273
11275 0.016541 0.003308
11280 0.023001 0.004600
11285 0.036806 0.007361
11290 0.028933 0.005787
11295 0.025578 0.005116
11300 0.013764 0.002753
Test 0.023469 0.023469
11305 0.007888 0.001578
11310 0.026855 0.005371
11315 0.026026 0.005205
11320 0.122268 0.024454
11325 0.013818 0.002764
11330 0.015153 0.003031
11335 0.020526 0.004105
11340 0.032490 0.006498
11345 0.031088 0.006218
11350 0.070044 0.014009
11355 0.017789 0.003558
11360 0.059406 0.011881
11365 0.035306 0.007061
11370 0.018213 0.003643
11375 0.041799 0.008360
11380 0.016452 0.003290
11385 0.053419 0.010684
11390 0.066370 0.013274
11395 0.012074 0.002415
11400 0.006054 0.001211
Test 0.009005 0.009005
11405 0.015760 0.003152
11410 0.020744 0.004149
11415 0.037647 0.007529
11420 0.008301 0.001660
11425 0.015086 0.003017
11430 0.007037 0.001407
11435 0.009662 0.001932
11440 0.029053 0.005811
11445 0.033061 0.006612
11450 0.016556 0.003311
11455 0.020530 0.004106
11460 0.044439 0.008888
11465 0.024720 0.004944
11470 0.027347 0.005469
11475 0.026864 0.005373
11480 0.006466 0.001293
11485 0.015830 0.003166
11490 0.013507 0.002701
11495 0.030375 0.006075
11500 0.020115 0.004023
Test 0.031613 0.031613
11505 0.026474 0.005295
11510 0.015890 0.003178
11515 0.052366 0.010473
11520 0.140866 0.028173
11525 0.032436 0.006487
11530 0.070410 0.014082
11535 0.063530 0.012706
11540 0.044934 0.008987
11545 0.032999 0.006600
11550 0.041861 0.008372
11555 0.019694 0.003939
11560 0.010506 0.002101
11565 0.009463 0.001893
11570 0.023802 0.004760
11575 0.006027 0.001205
11580 0.038090 0.007618
11585 0.051344 0.010269
11590 0.039756 0.007951
11595 0.063308 0.012662
11600 0.012674 0.002535
Test 0.017442 0.017442
11605 0.073691 0.014738
11610 0.059729 0.011946
11615 0.038886 0.007777
11620 0.047625 0.009525
11625 0.017038 0.003408
11630 0.017144 0.003429
11635 0.040769 0.008154
11640 0.016514 0.003303
11645 0.037630 0.007526
11650 0.022037 0.004407
11655 0.053215 0.010643
11660 0.012916 0.002583
11665 0.022285 0.004457
11670 0.039642 0.007928
11675 0.010429 0.002086
11680 0.033001 0.006600
11685 0.072242 0.014448
11690 0.014738 0.002948
11695 0.028378 0.005676
11700 0.043333 0.008667
Test 0.024453 0.024453
11705 0.043723 0.008745
11710 0.071344 0.014269
11715 0.058777 0.011755
11720 0.005100 0.001020
11725 0.003876 0.000775
11730 0.031067 0.006213
11735 0.063720 0.012744
11740 0.118275 0.023655
11745 0.020769 0.004154
11750 0.036460 0.007292
11755 0.023731 0.004746
11760 0.035137 0.007027
11765 0.031032 0.006206
11770 0.048144 0.009629
11775 0.027920 0.005584
11780 0.038395 0.007679
11785 0.014360 0.002872
11790 0.013635 0.002727
11795 0.015123 0.003025
11800 0.072149 0.014430
Test 0.001408 0.001408
11805 0.009541 0.001908
11810 0.051714 0.010343
11815 0.059859 0.011972
11820 0.033033 0.006607
11825 0.036778 0.007356
11830 0.016464 0.003293
11835 0.013958 0.002792
11840 0.046348 0.009270
11845 0.014999 0.003000
11850 0.026838 0.005368
11855 0.057598 0.011520
11860 0.069544 0.013909
11865 0.010567 0.002113
11870 0.020008 0.004002
11875 0.033380 0.006676
11880 0.005956 0.001191
11885 0.032011 0.006402
11890 0.077124 0.015425
11895 0.014151 0.002830
11900 0.021842 0.004368
Test 0.028287 0.028287
11905 0.019295 0.003859
11910 0.050498 0.010100
11915 0.077177 0.015435
11920 0.028504 0.005701
11925 0.058693 0.011739
11930 0.019718 0.003944
11935 0.048377 0.009675
11940 0.019714 0.003943
11945 0.008781 0.001756
11950 0.019724 0.003945
11955 0.037692 0.007538
11960 0.017589 0.003518
11965 0.010798 0.002160
11970 0.079417 0.015883
11975 0.036212 0.007242
11980 0.056385 0.011277
11985 0.028358 0.005672
11990 0.077275 0.015455
11995 0.058298 0.011660
12000 0.072877 0.014575
Test 0.018114 0.018114
12005 0.033652 0.006730
12010 0.031370 0.006274
12015 0.013658 0.002732
12020 0.078694 0.015739
12025 0.024803 0.004961
12030 0.043618 0.008724
12035 0.009839 0.001968
12040 0.023747 0.004749
12045 0.016258 0.003252
12050 0.018546 0.003709
12055 0.041017 0.008203
12060 0.022623 0.004525
12065 0.039483 0.007897
12070 0.007224 0.001445
12075 0.033427 0.006685
12080 0.019333 0.003867
12085 0.030611 0.006122
12090 0.115726 0.023145
12095 0.094882 0.018976
12100 0.014096 0.002819
Test 0.021693 0.021693
12105 0.017253 0.003451
12110 0.019474 0.003895
12115 0.022575 0.004515
12120 0.018345 0.003669
12125 0.013258 0.002652
12130 0.003246 0.000649
12135 0.005145 0.001029
12140 0.039827 0.007965
12145 0.040589 0.008118
12150 0.045086 0.009017
12155 0.022387 0.004477
12160 0.036595 0.007319
12165 0.057980 0.011596
12170 0.018707 0.003741
12175 0.047008 0.009402
12180 0.024691 0.004938
12185 0.015624 0.003125
12190 0.021943 0.004389
12195 0.018725 0.003745
12200 0.008855 0.001771
Test 0.050497 0.050497
12205 0.013492 0.002698
12210 0.053680 0.010736
12215 0.014503 0.002901
12220 0.099926 0.019985
12225 0.014395 0.002879
12230 0.012467 0.002493
12235 0.004426 0.000885
12240 0.015946 0.003189
12245 0.046701 0.009340
12250 0.024116 0.004823
12255 0.029990 0.005998
12260 0.031988 0.006398
12265 0.039436 0.007887
12270 0.019058 0.003812
12275 0.056997 0.011399
12280 0.022995 0.004599
12285 0.015656 0.003131
12290 0.047419 0.009484
12295 0.022437 0.004487
12300 0.112463 0.022493
Test 0.021499 0.021499
12305 0.015208 0.003042
12310 0.022949 0.004590
12315 0.011514 0.002303
12320 0.012464 0.002493
12325 0.009781 0.001956
12330 0.018220 0.003644
12335 0.021470 0.004294
12340 0.045101 0.009020
12345 0.012610 0.002522
12350 0.025164 0.005033
12355 0.019344 0.003869
12360 0.007946 0.001589
12365 0.019350 0.003870
12370 0.046746 0.009349
12375 0.042011 0.008402
12380 0.085772 0.017154
12385 0.037723 0.007545
12390 0.009820 0.001964
12395 0.023134 0.004627
12400 0.038552 0.007710
Test 0.013175 0.013175
12405 0.028118 0.005624
12410 0.064258 0.012852
12415 0.025556 0.005111
12420 0.060249 0.012050
12425 0.034766 0.006953
12430 0.040118 0.008024
12435 0.049148 0.009830
12440 0.010888 0.002178
12445 0.010944 0.002189
12450 0.049957 0.009991
12455 0.016644 0.003329
12460 0.008392 0.001678
12465 0.033488 0.006698
12470 0.045003 0.009001
12475 0.004960 0.000992
12480 0.035141 0.007028
12485 0.044154 0.008831
12490 0.011533 0.002307
12495 0.044431 0.008886
12500 0.033472 0.006694
Test 0.005091 0.005091
12505 0.020381 0.004076
12510 0.012672 0.002534
12515 0.011645 0.002329
12520 0.111191 0.022238
12525 0.044334 0.008867
12530 0.049429 0.009886
12535 0.034847 0.006969
12540 0.013694 0.002739
12545 0.014693 0.002939
12550 0.023543 0.004709
12555 0.005794 0.001159
12560 0.050962 0.010192
12565 0.044747 0.008949
12570 0.053240 0.010648
12575 0.049844 0.009969
12580 0.027448 0.005490
12585 0.035124 0.007025
12590 0.059589 0.011918
12595 0.007429 0.001486
12600 0.016344 0.003269
Test 0.023065 0.023065
12605 0.012537 0.002507
12610 0.011521 0.002304
12615 0.017496 0.003499
12620 0.027624 0.005525
12625 0.022091 0.004418
12630 0.072852 0.014570
12635 0.035878 0.007176
12640 0.028384 0.005677
12645 0.007173 0.001435
12650 0.022940 0.004588
12655 0.035224 0.007045
12660 0.022632 0.004526
12665 0.049958 0.009992
12670 0.032756 0.006551
12675 0.038749 0.007750
12680 0.037923 0.007585
12685 0.019437 0.003887
12690 0.067209 0.013442
12695 0.021318 0.004264
12700 0.010159 0.002032
Test 0.045128 0.045128
12705 0.012628 0.002526
12710 0.020802 0.004160
12715 0.028525 0.005705
12720 0.010320 0.002064
12725 0.010932 0.002186
12730 0.010766 0.002153
12735 0.025451 0.005090
12740 0.014260 0.002852
12745 0.018434 0.003687
12750 0.005829 0.001166
12755 0.002885 0.000577
12760 0.016312 0.003262
12765 0.033119 0.006624
12770 0.027378 0.005476
12775 0.025492 0.005098
12780 0.015653 0.003131
12785 0.012559 0.002512
12790 0.044304 0.008861
12795 0.019995 0.003999
12800 0.013594 0.002719
Test 0.029961 0.029961
12805 0.037040 0.007408
12810 0.052067 0.010413
12815 0.122643 0.024529
12820 0.029227 0.005845
12825 0.054771 0.010954
12830 0.019874 0.003975
12835 0.042829 0.008566
12840 0.042008 0.008402
12845 0.038605 0.007721
12850 0.021321 0.004264
12855 0.032629 0.006526
12860 0.022725 0.004545
12865 0.014522 0.002904
12870 0.010908 0.002182
12875 0.087180 0.017436
12880 0.039459 0.007892
12885 0.023518 0.004704
12890 0.005777 0.001155
12895 0.013743 0.002749
12900 0.016375 0.003275
Test 0.026975 0.026975
12905 0.025086 0.005017
12910 0.035921 0.007184
12915 0.026972 0.005394
12920 0.053272 0.010654
12925 0.054690 0.010938
12930 0.021296 0.004259
12935 0.024579 0.004916
12940 0.018659 0.003732
12945 0.024083 0.004817
12950 0.054689 0.010938
12955 0.006878 0.001376
12960 0.012951 0.002590
12965 0.013600 0.002720
12970 0.046028 0.009206
12975 0.049189 0.009838
12980 0.042577 0.008515
12985 0.008655 0.001731
12990 0.026141 0.005228
12995 0.026573 0.005315
13000 0.018359 0.003672
Test 0.020355 0.020355
13005 0.032549 0.006510
13010 0.055920 0.011184
13015 0.017504 0.003501
13020 0.233682 0.046736
13025 0.041962 0.008392
13030 0.048658 0.009732
13035 0.016476 0.003295
13040 0.010029 0.002006
13045 0.018831 0.003766
13050 0.014391 0.002878
13055 0.100523 0.020105
13060 0.138051 0.027610
13065 0.054525 0.010905
13070 0.036420 0.007284
13075 0.075135 0.015027
13080 0.027827 0.005565
13085 0.019749 0.003950
13090 0.011120 0.002224
13095 0.016040 0.003208
13100 0.031393 0.006279
Test 0.022737 0.022737
13105 0.019684 0.003937
13110 0.007959 0.001592
13115 0.024408 0.004882
13120 0.064930 0.012986
13125 0.024050 0.004810
13130 0.060888 0.012178
13135 0.052991 0.010598
13140 0.064645 0.012929
13145 0.013493 0.002699
13150 0.051339 0.010268
13155 0.014288 0.002858
13160 0.033829 0.006766
13165 0.027253 0.005451
13170 0.010417 0.002083
13175 0.030460 0.006092
13180 0.017844 0.003569
13185 0.007257 0.001451
13190 0.042297 0.008459
13195 0.060251 0.012050
13200 0.020469 0.004094
Test 0.019413 0.019413
13205 0.025768 0.005154
13210 0.067574 0.013515
13215 0.011046 0.002209
13220 0.031392 0.006278
13225 0.036912 0.007382
13230 0.009866 0.001973
13235 0.010814 0.002163
13240 0.033054 0.006611
13245 0.008760 0.001752
13250 0.015320 0.003064
13255 0.062864 0.012573
13260 0.012647 0.002529
13265 0.031952 0.006390
13270 0.049826 0.009965
13275 0.015369 0.003074
13280 0.029822 0.005964
13285 0.023341 0.004668
13290 0.035939 0.007188
13295 0.073265 0.014653
13300 0.025155 0.005031
Test 0.009462 0.009462
13305 0.015134 0.003027
13310 0.025474 0.005095
13315 0.015768 0.003154
13320 0.025148 0.005030
13325 0.058601 0.011720
13330 0.029104 0.005821
13335 0.007145 0.001429
13340 0.011617 0.002323
13345 0.020937 0.004187
13350 0.006488 0.001298
13355 0.009528 0.001906
13360 0.011616 0.002323
13365 0.007250 0.001450
13370 0.025932 0.005186
13375 0.016821 0.003364
13380 0.035006 0.007001
13385 0.120241 0.024048
13390 0.030021 0.006004
13395 0.014085 0.002817
13400 0.017747 0.003549
Test 0.035960 0.035960
13405 0.021945 0.004389
13410 0.063710 0.012742
13415 0.019931 0.003986
13420 0.012905 0.002581
13425 0.026919 0.005384
13430 0.097216 0.019443
13435 0.017290 0.003458
13440 0.121407 0.024281
13445 0.025776 0.005155
13450 0.045763 0.009153
13455 0.016008 0.003202
13460 0.015439 0.003088
13465 0.025052 0.005010
13470 0.012332 0.002466
13475 0.093245 0.018649
13480 0.013916 0.002783
13485 0.231261 0.046252
13490 0.100384 0.020077
13495 0.037043 0.007409
13500 0.077281 0.015456
Test 0.013287 0.013287
13505 0.046828 0.009366
13510 0.021377 0.004275
13515 0.058043 0.011609
13520 0.034604 0.006921
13525 0.038878 0.007776
13530 0.088845 0.017769
13535 0.100661 0.020132
13540 0.021166 0.004233
13545 0.029560 0.005912
13550 0.113514 0.022703
13555 0.017557 0.003511
13560 0.033528 0.006706
13565 0.074798 0.014960
13570 0.117615 0.023523
13575 0.046244 0.009249
13580 0.088412 0.017682
13585 0.020205 0.004041
13590 0.021113 0.004223
13595 0.034476 0.006895
13600 0.025483 0.005097
Test 0.007442 0.007442
13605 0.043234 0.008647
13610 0.059112 0.011822
13615 0.045685 0.009137
13620 0.015564 0.003113
13625 0.021074 0.004215
13630 0.013506 0.002701
13635 0.032753 0.006551
13640 0.031497 0.006299
13645 0.033495 0.006699
13650 0.012409 0.002482
13655 0.035332 0.007066
13660 0.029762 0.005952
13665 0.065905 0.013181
13670 0.007194 0.001439
13675 0.022157 0.004431
13680 0.018726 0.003745
13685 0.019760 0.003952
13690 0.027224 0.005445
13695 0.009988 0.001998
13700 0.007269 0.001454
Test 0.025411 0.025411
13705 0.037809 0.007562
13710 0.007225 0.001445
13715 0.072976 0.014595
13720 0.020304 0.004061
13725 0.044346 0.008869
13730 0.022719 0.004544
13735 0.072810 0.014562
13740 0.050225 0.010045
13745 0.023966 0.004793
13750 0.066383 0.013277
13755 0.032649 0.006530
13760 0.020515 0.004103
13765 0.098778 0.019756
13770 0.009727 0.001945
13775 0.024586 0.004917
13780 0.015763 0.003153
13785 0.044745 0.008949
13790 0.022366 0.004473
13795 0.006142 0.001228
13800 0.020177 0.004035
Test 0.007143 0.007143
13805 0.013802 0.002760
13810 0.046326 0.009265
13815 0.027900 0.005580
13820 0.006488 0.001298
13825 0.035614 0.007123
13830 0.021941 0.004388
13835 0.015456 0.003091
13840 0.024907 0.004981
13845 0.026829 0.005366
13850 0.017951 0.003590
13855 0.019221 0.003844
13860 0.041671 0.008334
13865 0.056172 0.011234
13870 0.038751 0.007750
13875 0.039303 0.007861
13880 0.039735 0.007947
13885 0.017496 0.003499
13890 0.051695 0.010339
13895 0.010710 0.002142
13900 0.027613 0.005523
Test 0.022231 0.022231
13905 0.032314 0.006463
13910 0.015399 0.003080
13915 0.020086 0.004017
13920 0.021922 0.004384
13925 0.054138 0.010828
13930 0.015358 0.003072
13935 0.029128 0.005826
13940 0.017420 0.003484
13945 0.036006 0.007201
13950 0.069598 0.013920
13955 0.034373 0.006875
13960 0.050413 0.010083
13965 0.037231 0.007446
13970 0.021849 0.004370
13975 0.027923 0.005585
13980 0.003907 0.000781
13985 0.012951 0.002590
13990 0.030462 0.006092
13995 0.019463 0.003893
14000 0.080295 0.016059
Test 0.015692 0.015692
14005 0.084321 0.016864
14010 0.028356 0.005671
14015 0.013743 0.002749
14020 0.006426 0.001285
14025 0.040842 0.008168
14030 0.018566 0.003713
14035 0.009027 0.001805
14040 0.048015 0.009603
14045 0.015605 0.003121
14050 0.035611 0.007122
14055 0.079405 0.015881
14060 0.020685 0.004137
14065 0.042679 0.008536
14070 0.054711 0.010942
14075 0.031609 0.006322
14080 0.084529 0.016906
14085 0.025041 0.005008
14090 0.045912 0.009182
14095 0.063460 0.012692
14100 0.039126 0.007825
Test 0.022462 0.022462
14105 0.016996 0.003399
14110 0.082354 0.016471
14115 0.032540 0.006508
14120 0.024992 0.004998
14125 0.053361 0.010672
14130 0.032540 0.006508
14135 0.030824 0.006165
14140 0.042041 0.008408
14145 0.010219 0.002044
14150 0.062139 0.012428
14155 0.025983 0.005197
14160 0.022830 0.004566
14165 0.080968 0.016194
14170 0.032649 0.006530
14175 0.022651 0.004530
14180 0.007330 0.001466
14185 0.047534 0.009507
14190 0.011596 0.002319
14195 0.129688 0.025938
14200 0.042006 0.008401
Test 0.040978 0.040978
14205 0.061130 0.012226
14210 0.031273 0.006255
14215 0.026227 0.005245
14220 0.120787 0.024157
14225 0.030208 0.006042
14230 0.027332 0.005466
14235 0.055410 0.011082
14240 0.065999 0.013200
14245 0.030486 0.006097
14250 0.013748 0.002750
14255 0.034485 0.006897
14260 0.010364 0.002073
14265 0.009460 0.001892
14270 0.022382 0.004476
14275 0.015051 0.003010
14280 0.003976 0.000795
14285 0.014567 0.002913
14290 0.019905 0.003981
14295 0.007299 0.001460
14300 0.051829 0.010366
Test 0.009309 0.009309
14305 0.048048 0.009610
14310 0.016683 0.003337
14315 0.027205 0.005441
14320 0.053671 0.010734
14325 0.020810 0.004162
14330 0.031724 0.006345
14335 0.038265 0.007653
14340 0.043493 0.008699
14345 0.046119 0.009224
14350 0.019087 0.003817
14355 0.039725 0.007945
14360 0.019756 0.003951
14365 0.030188 0.006038
14370 0.019019 0.003804
14375 0.040596 0.008119
14380 0.026827 0.005365
14385 0.010396 0.002079
14390 0.015390 0.003078
14395 0.005037 0.001007
14400 0.010782 0.002156
Test 0.018839 0.018839
14405 0.009856 0.001971
14410 0.033602 0.006720
14415 0.018006 0.003601
14420 0.025085 0.005017
14425 0.038200 0.007640
14430 0.011117 0.002223
14435 0.011021 0.002204
14440 0.024669 0.004934
14445 0.022507 0.004501
14450 0.034690 0.006938
14455 0.037998 0.007600
14460 0.069727 0.013945
14465 0.081718 0.016344
14470 0.025637 0.005127
14475 0.049497 0.009899
14480 0.059840 0.011968
14485 0.066152 0.013230
14490 0.027241 0.005448
14495 0.036396 0.007279
14500 0.046285 0.009257
Test 0.010564 0.010564
14505 0.070782 0.014156
14510 0.034144 0.006829
14515 0.087551 0.017510
14520 0.058273 0.011655
14525 0.072179 0.014436
14530 0.026613 0.005323
14535 0.023979 0.004796
14540 0.025705 0.005141
14545 0.033773 0.006755
14550 0.030776 0.006155
14555 0.012342 0.002468
14560 0.056816 0.011363
14565 0.033561 0.006712
14570 0.057921 0.011584
14575 0.025650 0.005130
14580 0.048550 0.009710
14585 0.010535 0.002107
14590 0.031023 0.006205
14595 0.057502 0.011500
14600 0.105431 0.021086
Test 0.010629 0.010629
14605 0.015852 0.003170
14610 0.011503 0.002301
14615 0.103356 0.020671
14620 0.034102 0.006820
14625 0.047766 0.009553
14630 0.086479 0.017296
14635 0.052642 0.010528
14640 0.079786 0.015957
14645 0.071466 0.014293
14650 0.168201 0.033640
14655 0.069467 0.013893
14660 0.138148 0.027630
14665 0.021150 0.004230
14670 0.082212 0.016442
14675 0.057601 0.011520
14680 0.038349 0.007670
14685 0.106957 0.021391
14690 0.067875 0.013575
14695 0.103472 0.020694
14700 0.094679 0.018936
Test 0.022598 0.022598
14705 0.105074 0.021015
14710 0.015854 0.003171
14715 0.012253 0.002451
14720 0.021437 0.004287
14725 0.027079 0.005416
14730 0.037750 0.007550
14735 0.065738 0.013148
14740 0.006713 0.001343
14745 0.073375 0.014675
14750 0.039686 0.007937
14755 0.017568 0.003514
14760 0.045773 0.009155
14765 0.016440 0.003288
14770 0.026283 0.005257
14775 0.037399 0.007480
14780 0.018972 0.003794
14785 0.021071 0.004214
14790 0.032706 0.006541
14795 0.040653 0.008131
14800 0.051128 0.010226
Test 0.008459 0.008459
14805 0.010780 0.002156
14810 0.033933 0.006787
14815 0.010977 0.002195
14820 0.013489 0.002698
14825 0.024812 0.004962
14830 0.016905 0.003381
14835 0.046447 0.009289
14840 0.041881 0.008376
14845 0.030495 0.006099
14850 0.014245 0.002849
14855 0.027573 0.005515
14860 0.032474 0.006495
14865 0.011657 0.002331
14870 0.030205 0.006041
14875 0.027434 0.005487
14880 0.011385 0.002277
14885 0.026058 0.005212
14890 0.074904 0.014981
14895 0.024978 0.004996
14900 0.026876 0.005375
Test 0.051876 0.051876
14905 0.026426 0.005285
14910 0.025925 0.005185
14915 0.013830 0.002766
14920 0.014465 0.002893
14925 0.055964 0.011193
14930 0.035751 0.007150
14935 0.051813 0.010363
14940 0.011755 0.002351
14945 0.030017 0.006003
14950 0.026787 0.005357
14955 0.021953 0.004391
14960 0.051555 0.010311
14965 0.048891 0.009778
14970 0.039671 0.007934
14975 0.051190 0.010238
14980 0.073714 0.014743
14985 0.081483 0.016297
14990 0.022096 0.004419
14995 0.017153 0.003431
15000 0.027967 0.005593
Test 0.033896 0.033896
15005 0.023637 0.004727
15010 0.036396 0.007279
15015 0.013014 0.002603
15020 0.020496 0.004099
15025 0.009489 0.001898
15030 0.020142 0.004028
15035 0.025654 0.005131
15040 0.023140 0.004628
15045 0.005457 0.001091
15050 0.015911 0.003182
15055 0.003508 0.000702
15060 0.005717 0.001143
15065 0.009150 0.001830
15070 0.044029 0.008806
15075 0.010730 0.002146
15080 0.050476 0.010095
15085 0.020788 0.004158
15090 0.012805 0.002561
15095 0.031932 0.006386
15100 0.028772 0.005754
Test 0.003046 0.003046
15105 0.022001 0.004400
15110 0.021580 0.004316
15115 0.061991 0.012398
15120 0.027429 0.005486
15125 0.058116 0.011623
15130 0.009571 0.001914
15135 0.065190 0.013038
15140 0.025846 0.005169
15145 0.039525 0.007905
15150 0.008166 0.001633
15155 0.035610 0.007122
15160 0.055842 0.011168
15165 0.004338 0.000868
15170 0.033282 0.006656
15175 0.035820 0.007164
15180 0.017615 0.003523
15185 0.018275 0.003655
15190 0.034440 0.006888
15195 0.027979 0.005596
15200 0.057338 0.011468
Test 0.003857 0.003857
15205 0.013694 0.002739
15210 0.052315 0.010463
15215 0.014224 0.002845
15220 0.006050 0.001210
15225 0.011764 0.002353
15230 0.043373 0.008675
15235 0.057756 0.011551
15240 0.108933 0.021787
15245 0.033184 0.006637
15250 0.020973 0.004195
15255 0.020059 0.004012
15260 0.023550 0.004710
15265 0.022700 0.004540
15270 0.013046 0.002609
15275 0.026673 0.005335
15280 0.115812 0.023162
15285 0.083775 0.016755
15290 0.077963 0.015593
15295 0.018150 0.003630
15300 0.044951 0.008990
Test 0.040822 0.040822
15305 0.039983 0.007997
15310 0.044482 0.008896
15315 0.020439 0.004088
15320 0.039016 0.007803
15325 0.021622 0.004324
15330 0.015074 0.003015
15335 0.007894 0.001579
15340 0.032418 0.006484
15345 0.021100 0.004220
15350 0.013974 0.002795
15355 0.008354 0.001671
15360 0.029684 0.005937
15365 0.012374 0.002475
15370 0.045858 0.009172
15375 0.014340 0.002868
15380 0.028696 0.005739
15385 0.015282 0.003056
15390 0.012461 0.002492
15395 0.027364 0.005473
15400 0.048064 0.009613
Test 0.010917 0.010917
15405 0.033620 0.006724
15410 0.012317 0.002463
15415 0.025542 0.005108
